business_id,name,full_address,postal_code
DBcpa6D6S9Cf1JKvkXvnlg,McDonald's,"11591 Frankstown Rd, Pittsburgh, PA, 15235",15235
dBpQy7SF8qD9oVttzfuPKQ,Burger King,"2210 Fairless Dr, Lorain, OH, 44055",44055
dcfh1BEj4EXKqA16zi0TiA,McDonald's,"2733 E Washington Ave, Madison, WI, 53704",53704
dCPyV8XCEyE7pyUgzOCDKA,Chipotle Mexican Grill,"4800 Baum Blvd, Pittsburgh, PA, 15213",15213
ddgdt0ab4xY6iIqI5eX8Zw,Burger King,"564 Forbes Ave, Pittsburgh, PA, 15219",15219
DDm_333l9fHzlv7yfuF5dQ,Arby's,"2310 S Neil St, Champaign, IL, 61820",61820
DdZo9MKaDrh9OJnpVwbBUA,The Campus Grille,"10 Seminary St, Berea, OH, 44017",44017
dej4yx6kLGKkOmP91-fBkA,Penn Station East Coast Subs,"109 Northtowne Square Dr, Gibsonia, PA, 15044",15044
dEty4GN0TJIbdIlMioW8cg,Jimmy John's,"6130 Mineral Point Rd, Madison, WI, 53705",53705
dF-_fcrNyk4iZ5Pc1mr-wA,Jade Tree Chinese Cuisine,"7673 Mentor Ave, Mentor, OH, 44060",44060
dFZ8hE_RZJeCuWnfY1oo4w,McDonald's,"23 Southeast Ave, Tallmadge, OH, 44278",44278
dGhhSxUHAacGB67ZgPoi4A,Subway Restaurants,"12598 Rockside Road, Garfield Heights, OH, 44125",44125
DhMshA4a0t5wlOq7u0RiMw,Subway Restaurants,"7011 Watts Rd, Madison, WI, 53719",53719
di_tqAB6F8AsTnBFtvqs-w,McDonald's,"300 Market Place Dr, Oakdale, PA, 15071",15071
di3wdIs-q4Y3GHM2YFYIdg,McDonald's,"482 Howe Ave, Cuyahoga Falls, OH, 44221",44221
dIEKy_eKyIHNp-M4u9Xk3w,Inn Cahoots Bar,"7525 Broadview Rd, Ste 1, Seven Hills, OH, 44131",44131
dJCZeDVq6cqqdch1e6YiUQ,Subway,"7749 W Ridgewood Dr, Cleveland, OH, 44129",44129
Djtia8uteFe-zc5UNbB9Dg,Speedy's Grub Shack,"4351 Northfield Rd, Warrensville Heights, OH, 44128",44128
Dk23jGw9hXr68yZDyOUr5g,Subway Restaurants,"7850 Mentor Ave, Room 838, Mentor, OH, 44060",44060
DkLkQTDISbGdEZXlVBdLmA,Jimmy John's,"6425 Penn Ave, Pittsburgh, PA, 15206",15206
dKncjeWnvdqYiNC8l26fog,Jimmy John's,"43 East Green St, Champaign, IL, 61820",61820
dkU_ZwkckrlIZ14_R0jpwA,Subway Restaurants,"5301 Grove Rd, Ste 615, Pittsburgh, PA, 15236",15236
DKwhJa-XDp8Co7ouU9h9YA,Jimmy John's,"635 S Main St, DeForest, WI, 53532",53532
dlcGwaX1F88eFbAP_YYE5A,Firehouse Subs,"126 Gallery Dr, McMurray, PA, 15317",15317
dMP29gTLicNLWhATxP2Dxg,Subway Restaurants,"1101 N. Mattis Dr., Champaign, IL, 61821",61821
dmu1wM0CRgeoTIUXFihU7Q,QDOBA Mexican Eats,"11324 Euclid Ave, Cleveland, OH, 44106",44106
DN7fUnbXuvasM0JU8Ii7aQ,Subway Restaurants,"22029 Lorain Rd, Fairview Park, OH, 44126",44126
DNKb7_EJPGBULaUwL0mq8g,McDonald's,"2925 Freeport Rd, Pittsburgh, PA, 15238",15238
doEpdTg3l55-IWemTlG3tg,Jimmy John's,"1811 West Kirby Ave, Champaign, IL, 61821",61821
dpe7iL_qDhp-Y-xNGJTSyg,Jimmy John's,"6231 McKee Rd, Ste. F, Fitchburg, WI, 53719",53719
Dr9LOH9UVaWmPh1Gkh6VkQ,Five Guys,"9180 Mentor Ave, Mentor, OH, 44060",44060
DstV9qkEFmCrB1Zf3Zqfhg,Culver's,"2906 Parmenter St, Middleton, WI, 53562",53562
dSwOo43YKAIvp0PjNXdW2g,McDonald's,"1000 Airport Blvd, Main Terminal, Pittsburgh International Airport, Pittsburgh, PA, 15231",15231
dt5yEGC8yy_V7FAC1AcWdw,Steak Escape East Towne Mall,"213 East Towne Mall, FC4, Madison, WI, 53704",53704
DtmTlHpJzghRCDXSAydQSA,Arby's,"1609 S Park St, Madison, WI, 53715",53715
DTsCHmHjqWXBCzAkg0YzAA,Chick-fil-A,"4212 E Washington Ave, Madison, WI, 53704",53704
DTTOMeTryTbegANpF4JPsA,Subway Restaurants,"2351 Noblestown Rd, Pittsburgh, PA, 15205",15205
duG7f4gq2hS-QW50s-g4zA,Chipotle Mexican Grill,"4628 E Washington Ave, Madison, WI, 53704",53704
dUtSIQouki34zUC2Se-NzA,Taco Bell,"1920 S Park St, Madison, WI, 53713",53713
dxD8j20MkodieZLc7fZRsA,Circle K,"18930 Brookpark Rd, Cleveland, OH, 44135",44135
DY0svJCn6a6oNWbJzqaVoA,Dairy Queen,"641 Hilliard Rd, Elyria, OH, 44035",44035
DysXlYb_WVlksoip8atIvQ,McDonald's,"906 Bloomington Rd, Champaign, IL, 61821",61821
Dz5cc8BKyHc_8pUTxbCXkA,KFC,"7843 Munson Rd, Mentor On The Lake, OH, 44060",44060
e_3WKT-JRqI_raNpphkQzw,QDOBA Mexican Eats,"101 W Broadway Ave, Monona, WI, 53716",53716
e_wiw1wi4MKm2Wnk08xiGw,McDonald's,"6361 Penn Ave, Pittsburgh, PA, 15206",15206
e0TWKeRlxy9BHNDwEaE-lQ,Dairy Queen,"8787 Mentor Ave, Mentor, OH, 44060",44060
e2IqS9_G0Hpulw5ItU-Y9Q,McDonald's,"971 William Flynn Hwy, Glenshaw, PA, 15116",15116
E4FNLrySCP1HwoZKHoAEIw,Subway,"1926 Murray Ave, Pittsburgh, PA, 15217",15217
E4U8RCe42CpT3rtof7hEwQ,Wendy's,"2691 Freeport Rd., Pittsburgh, PA, 15238",15238
E768vU_Q4M1lCRDAYiN4iw,KFC,"4400 William Penn Hwy, Murrysville, PA, 15668",15668
E7TOyAtKL06CJp8SSM9WXg,Burger King,"1901 Lincoln Hwy, North Versailles, PA, 15137",15137
E9fhAPEnwiKkH85gmuYbdw,Erbert and Gerbert's,"900 Windsor St, Sun Prairie, WI, 53590",53590
EbnQZMQOWE2m-WmQh7YNWQ,Arby's,"1951 Cooper Foster Park Rd, Amherst, OH, 44001",44001
EBu_FnM4yAZFKRM6ZE_zNw,Chipotle Mexican Grill,"4338 Kent Rd, Unit 400, Stow, OH, 44224",44224
eCmLyXPKBxK7p_MKmBwT9Q,McDonald's,"711 W Champaign, Rantoul, IL, 61866",61866
ECXHwaJW7Lc7qDlH89Syaw,Arby's,"1378 Banksville Rd, Pittsburgh, PA, 15216",15216
eDjatAhyt9PQ6Kcrokc-7Q,Subway Restaurants,"8160 Macedonia Commons Blvd, Macedonia, OH, 44056",44056
eDoXXly5LT2GkMUTZddKtw,Burger King,"6000 Memphis Ave, Cleveland, OH, 44144",44144
EdYYCH_lGk85y_meo5TNNQ,Subway Restaurants,"1851 N Ridge Rd, Painesville, OH, 44077",44077
EEiQ5UjCdsW8TZxjvr08Fg,Subway Restaurants,"3999 Medina Road, Akron, OH, 44333",44333
EELnEuPUN6ACd4ZAVWMRzA,Chicken Shack,"6718 Raymond Rd, Madison, WI, 53719",53719
efK5mjVPxdmqFZT06S4dzA,McDonald's,"1010 4th Ave, Coraopolis, PA, 15108",15108
eg5T5VuFcf-B-RaTqSzoOg,Arby's,"7690 Mentor Ave, Mentor, OH, 44060",44060
EgbWvXVyExSqcFx9r7fZug,Culver's,"2523 Main St, Cross Plains, WI, 53528",53528
EGgsujG0ycRAnMqMYvylUg,Electric Earth Cafe,"546 W Washington Ave, Madison, WI, 53703",53703
EhdVKgZuVDCqx8Pb45-Auw,KFC,"27901 Lorain Rd, North Olmsted, OH, 44070",44070
eHEa4uekNys86PXAiQg5pw,Taco Bell,"4152 Kent Rd, Stow, OH, 44224",44224
ehlkCJ2QKzxnASXnDJ8goA,Wendy's,"660 East Aurora Rd, Macedonia, OH, 44056",44056
Ejj4NExFby8OIybF57TxJw,Subway Restaurants,"10468 Northfield Rd, B, Northfield, OH, 44067",44067
Ekd0gg4EoXDWtKjNDzSuqQ,Taco Bell,"510 Avon-Belden Road, Avon Lake, OH, 44012",44012
ekGSuzubweRn2f6NWUh-jA,Jimmy John's,"925 E Broad St, Elyria, OH, 44035",44035
El6Bum4I-0VWJRgzbtscJQ,Jimmy John's,"12061 Perry Hwy, Wexford, PA, 15090",15090
ELlk3Vol0lPKzwHxp-MoAw,Burger King,"4885 William Flynn Hwy, Allison Park, PA, 15101",15101
ElmQMED0QWEKVEGIRh0d2w,Jimmy John's,"2235 Kresge Dr, Amherst, OH, 44001",44001
Eof2K0RJunTSSv42XouLQg,McDonald's,"4571 Kent Rd, Kent, OH, 44240",44240
eOhKy_V4DVWDF47G8PmiEw,McDonald's,"22291 Euclid Ave, Euclid, OH, 44117",44117
eojBqWSuTXwFhrvVhTqVcA,Mr. Chicken,"9010 Darrow Rd, Twinsburg, OH, 44087",44087
EOlHhLgp32dCdSlsMpiG6A,Five Guys,"517 State St, Madison, WI, 53703",53703
EozEGL29WftitEANtx3vaw,Chipotle Mexican Grill,"11638 Clifton Blvd, Cleveland, OH, 44102",44102
Ep3hcbZdiIpQs7h5FpGRcQ,Jimmy John's,"677 Howe Ave, Cuyahoga Falls, OH, 44221",44221
ePOqi66yPPNbRMqYB5c2HQ,Subway Restaurants,"6585 Ridge Road, Parma, OH, 44129",44129
EqDPh81h0giWRO4FxskP9A,Long John Silver's,"100 Tarentum Bridge Rd, New Kensington, PA, 15068",15068
EQtZN79BJBiuNFEfEMEH3w,Subway Restaurants,"7395 State Rd, Parma, OH, 44134",44134
ErA5pNFXCa2EQpTW2o2-Gg,Arby's,"2831 Jacks Run Rd, White Oak, PA, 15131",15131
ESfy7oARQJaxweiARmP01Q,Subway Restaurants,"308 Cochran Road, Pittsburgh, PA, 15228",15228
ESIGmCLS5RgOLCWN7e8TFQ,McDonald's,"1349 E Tallmadge Ave, Akron, OH, 44310",44310
ETBF75ioO4JBnQoRTvHOsQ,Subway Restaurants,"1330 S Water St, Kent, OH, 44240",44240
EtE2sqkrwoYAU-8mef0UOg,Subway Restaurants,"6321 Rostad Circle, Windsor, WI, 53598",53598
eTjaYqh8BNiQp9T-ERMm8w,Arby's,"5235 Detroit Rd, Sheffield Village, OH, 44054",44054
etO9sOm3q_Od3NT-B7EXDA,KFC,"1100 Brownsville Rd, Pittsburgh, PA, 15210",15210
ETTBjkzRtBuHXIRAnIpZxQ,The Midway,"819 N Rocky River Dr, Berea, OH, 44017",44017
EtWY35uKm4ogoNV0L6SkCg,Arby's,"7719 Lake Shore Blvd, Mentor, OH, 44060",44060
EUgHFeAvock2Ut3iWPlG8Q,Taco Bell,"4032 William Penn Hwy, Monroeville, PA, 15146",15146
eulL-ktjA-YlcF3vWeW7vA,McDonald's,"148 N Euclid Ave, Pittsburgh, PA, 15206",15206
euxQLuOeFIfsZWj6PmHp7g,Pizza Hut,"523 S Taylor Dr, Sheboygan, WI, 53081",53081
ev4frBEgYDHiNZPcdYAIbA,McDonald's,"250 Summit Park Dr, Pittsburgh, PA, 15275",15275
EvIjBWlnswf-7zBXJHB9kw,Dairy Queen,"4276 Ohio River Blvd, Pittsburgh, PA, 15202",15202
evNdyHPR1B8E1aIoUAsGrQ,Chipotle Mexican Grill,"11452 Euclid Ave, Cleveland, OH, 44106",44106
evWjIBX1XbGHVfs6x3dr0Q,Pirollo's Delicatessen & Take-Out,"307 Hulton Rd, Pittsburgh, PA, 15235",15235
eW_QmTY99SErWT3S8sJZiw,Nikkis Good 2 Go Restaurant,"308 1/2 E Broad St, Elyria, OH, 44035",44035
eWfFlL1dIWv6lGK4fhqryA,McDonald's,"550 N Center St, Lagrange, OH, 44050",44050
EwOVLUgmZaHUzK_bnHHXZA,Dairy Queen,"507 5th Ave, Coraopolis, PA, 15108",15108
ews1zoLozRjcTIQNthvPZg,KFC,"1070 Emerald Terrace, Sun Prairie, WI, 53590",53590
ewsYllWspvnP8aP0C4ctLQ,McDonald's,"981 W North St, Deforest, WI, 53532",53532
EXIZwIxLoiPDJs-oKzgaKw,Steak n Shake,"17325 Loraine Ave, Cleveland, OH, 44111",44111
EZOoB2D8uQHV_gJoGCMTxQ,Jimmy John's,"601 E Green St, Ste B, Champaign, IL, 61820",61820
f_vZiW020vjgySYwUUjZ7A,Subway Restaurants,"1417 E 9th St., Cleveland, OH, 44114",44114
f0O3dXG2t3QUFw8ogNRVjA,Wendy's,"5740 Broadview, Parma, OH, 44134",44134
F0su0DtTPhlgfAy0C-3JVw,Jimmy John's,"33629 Aurora Rd, Solon, OH, 44139",44139
F0-xC1-8aVxF-VdAcdouhA,Hibachi Express,"4734 Liberty Ave, Pittsburgh, PA, 15224",15224
f1rTfiLVW5oofYlhTSEkYg,Wendy's,"5360 Warrensville Center Road, Maple Hts., OH, 44137",44137
f2FfutZhb4F-m1Ob0EdYaw,China Palace,"5440 Walnut St, Pittsburgh, PA, 15232",15232
F54qeTNrCm4gjUur48Dw4Q,Subway,"4136 Library Rd, Pittsburgh, PA, 15234",15234
F5Fq0GrN3BkwMdm9i06clA,McDonald's,"15500 Broadway Ave, Maple Heights, OH, 44137",44137
f64hS5UYq102ApvdYUf9nA,Applebee's Grill + Bar,"1540 West River Rd N, Elyria, OH, 44035",44035
f6eit1Q4vA68O7f9MkfMig,Rally's,"4154 Lee Road, Cleveland, OH, 44128",44128
f84Wh7dq6ex1rryPgmvPiA,McDonald's,"630 Brownsville Rd, Pittsburgh, PA, 15210",15210
F8p7jBnOJIcclFL8AEVt0g,Five Guys,"4899 William Penn Hwy, Murrysville, PA, 15668",15668
f8q51Apmg7Ojq4S1cXh9tw,McDonald's,"3921 Wheatley Rd, Richfield, OH, 44286",44286
FA_jCCA-33PXgZE7uMxc9Q,Subway Restaurants,"1100 Royalton Rd, Unit L, Broadview Heights, OH, 44147",44147
fcOZX7sPaO2tVM_ehtfiNg,McDonald's,"27570 Chagrin Blvd, Woodmere, OH, 44122",44122
fd0tCYYRklX7F7pVY2jtRQ,Subway Restaurants,"6270 Library Rd, Bethel Park, PA, 15102",15102
FE135tFrIhxrtAkf6-A1Rw,Hardee's,"1201 N Ave, Millvale, PA, 15209",15209
fIB2hpMHSJEj8iCE5qbDuw,Wendy's,"1705 Pinehollow Rd, Mckees Rocks, PA, 15136",15136
fIMBFVFYfAo2g6022Q7pjQ,Arby's,"7715 Reynolds Rd, Mentor, OH, 44060",44060
fjrog_MaZB5il7RCOnfmYQ,Popeyes Louisiana Kitchen,"620 Howard St, Akron, OH, 44310",44310
FjYN5KyRrBiGOMRsWKY9Eg,Sheetz,"5554 Steubenville Pike, Ste 629, Mckees Rocks, PA, 15136",15136
fK0Z3tHJZ9zB0JeWlQT3xQ,Derald's,", Urbana, IL, 61801",61801
FKcj1DmDWsRO4aOQ6i_nWw,McDonalds,"15901 Lake Shore Blvd, Cleveland, OH, 44110",44110
fKJK8Wrfhq9n6qNqWZ6J0Q,Burger King,"3456 Mayfield Rd, Cleveland Heights, OH, 44118",44118
FKtVtuM5vg1YN3Yn5yF1tA,Dairy Queen Orange Julius,"100 Robinson Ctr Dr, Ste 2560, Pittsburgh, PA, 15205",15205
fkXwJHETFfJUc-gu-pyeLw,Chipotle Mexican Grill,"10325 Cascade Xing, Brooklyn, OH, 44144",44144
fl2TPNWrchkCbNEg0utjvw,Steak n Shake,"2009 Kenyon Rd, Urbana, IL, 61802",61802
Flu85aQ9mdeL0dyja4Vv0A,Chipotle Mexican Grill,"17999 Bagley Rd, Middleburg Heights, OH, 44130",44130
FLy12rk1O6hpxuYzov9m-A,Subway Restaurants,"4028 Beechwood Blvd, Pittsburgh, PA, 15217",15217
fNAdDV7HCYnq6P69UGl7kg,Swensons Drive-In,"7635 Broadview Rd, Seven Hills, OH, 44131",44131
FnE_WckfalB0tBlXj205-w,McDonald's,"6332 Broadway Ave, Cleveland, OH, 44105",44105
FnOVC2TIGRcoqwePer0m1A,Jersey Mike's Subs,"8210 Macedonia Commons Blvd, Ste 48, Macedonia, OH, 44056",44056
FnzYaH-uFANFyjrVuJkpwg,MOOYAH Burgers Fries & Shakes,"19815 Center Ridge Rd, Rocky River, OH, 44116",44116
FOCDBoTJRjdJtMwLPYzelA,Windy City Express,"1806 W Bradley Ave, Champaign, IL, 61821",61821
Fp6yMeo3K8422CbDQCLrBg,McDonald's,"311 Midway Blvd, Elyria, OH, 44035",44035
fPivHoeKNFhPKZEKFeoIHg,Wendy's,"2237 Noblestown, Pittsburgh, PA, 15205",15205
fQ1sYWuXtVVOFWhrC9bTrA,Culver's,"1325 Northport Dr, Madison, WI, 53704",53704
Fqit51_n9W_5CuBjcM3mFQ,Burger King,"7903 Granger Rd, Valley View, OH, 44125",44125
FQXu06x5D5huxPbK04DItw,QDOBA Mexican Eats,"808 Liberty Ave, Pittsburgh, PA, 15222",15222
FRdkSUgC_SUPPNUGmgBtow,KFC,"109 Cavasina Dr, Canonsburg, PA, 15317",15317
fTinoZylgiozO8-LRy4REg,Dairy Queen Grill & Chill,"1120 Lincoln Hwy, North Versailles, PA, 15137",15137
FTVZYUvQtydyO6rQbOFPTw,Pizza Ephesus,"616 Lincoln Ave, Bellevue, PA, 15202",15202
fu_holJh_R4kZklLnJZbtw,Quiznos,"1980 Cooper Foster Park Rd W, Lorain, OH, 44053",44053
FUF_G7L-CeopeV09V4S0DQ,Taco Bell,"121 Costco Drive, Pittsburgh, PA, 15205",15205
fUO4w9CBKv6_oP0VCk7VQg,Burger King,"174 E Tallmadge Ave, Akron, OH, 44310",44310
FUTAQs8NEgpiQUXISaXfLg,Burger King,"1325 N Dunlap Ave, Savoy, IL, 61874",61874
FutUAQPBfCeTmqytfDW1pA,Chipotle Mexican Grill,"224 Euclid Ave, Cleveland, OH, 44114",44114
FuxoVLzUrVwJWImV3nghVg,McDonald's,"8210 Euclid Ave, Cleveland, OH, 44103",44103
FW6yrvZCSdBDz7eFmc4wnQ,Blaze Fast-Fire'd Pizza,"160 Millers Run Rd, Bridgeville, PA, 15017",15017
F-X6fPKAPSoMShHXznxJfw,Chick-fil-A,"1000 Ross Park Mall Dr, Pittsburgh, PA, 15237",15237
fYhGdDHq91Oz8Sgpleo-Vw,Jordandal Cookhouse,"600 W Verona Ave, Verona, WI, 53593",53593
fZKECzeSUlr3kZL_2dzhrQ,Starbucks,"11623 Clifton Boulevard, Cleveland, OH, 44102",44102
fzRUt2RPxNRSVY-XCIGttQ,Potbelly Sandwich Shop,"Cleveland Hopkins International Airport Terminal C, Cleveland, OH, 44135",44135
G_0mX9G0wFIGdrL1XhKYTQ,Jimmy John's,"11 Atterbury Bouldevard, Ste. 4, Hudson, OH, 44236",44236
g_oOjzFgqmSEAD4crxBirA,Jimmy John's,"1511 North Prospect Ave, Champaign, IL, 61821",61821
g0APw_zhwwHoLjSlHEsTzw,Applebee's Grill + Bar,"6871 Pearl Rd, Middleburg Heights, OH, 44130",44130
G0EJjh-dqJBmSEhQRog-hQ,Swensons Drive-In,"4466 Kent Rd, Stow, OH, 44224",44224
g3QKL6Vd_kfmQABVUTtIAA,Subway Restaurants,"24119 Lorain Rd, North Olmsted, OH, 44070",44070
G4JLnk8TkeAhZ71V4Pof8A,Panda Express,"4155 William Penn Hwy, Monroeville, PA, 15146",15146
G4tqFGRrwqQt7P_MTrhYBw,Subway Restaurants,"4721 McKnight Rd., Pittsburgh, PA, 15237",15237
G6FARrnzBdWawIe_S2IFOA,Arby's,"5160 Ridge Rd, Cleveland, OH, 44129",44129
g6OnbXvrky8HTtRFWVL_bQ,KFC,"45 Foster Ave, Pittsburgh, PA, 15205",15205
-G7o-R3GWJlviuA1ftOHwg,Quiznos,"5857 Smith Rd, Brook Park, OH, 44142",44142
G9LyIc5LgBNM_zF8BJMhNg,McDonald's,"120 Penn Cir W, Pittsburgh, PA, 15206",15206
G9nXLXhxqYFRD8kChMsYHg,Long John Silver's,"10780 Brook Park Rd, Brooklyn, OH, 44130",44130
GAg908vcVhevpGzKVnxSNw,Taco Bell,"5855 Mayfield Road, Mayfield Heights, OH, 44124",44124
GaP5KfdlDuNasKgTNR8Saw,Wendy's,"891 Freeport Road, Pittsburgh, PA, 15238",15238
gaviK8-M4QdeoQOiAwdaYA,Jersey Mike's Subs,"505 E. Green Street, Ste 3, Champaign, IL, 61820",61820
gB7X5o33o6W_rAGgHunSCA,McDonald's,"4849 Mcknight Rd, Pittsburgh, PA, 15237",15237
Gbo1RSbSjl0Mj_ekV0MS4w,Subway,"Cleveland Hopkins International Airport, Cleveland, OH, 44135",44135
GBPZ8UB7WRmnl1deCJCaPg,Wendy's,"34323 Center Ridge, N.Ridgeville, OH, 44039",44039
GDKP1wbmSiP1TiL6joJTvg,Dairy Queen,"108 Wilson Mills Rd, Chardon, OH, 44024",44024
GDOAg680Gmi6S1MlhU7B1g,Taco Bell,"4110 Lee Road, Cleveland, OH, 44128",44128
GDylnjwPm2fcqT8FgG7gJg,McDonald's,"12 Munroe Falls Ave, Munroe Falls, OH, 44262",44262
gEEAZp22M1IpkLnsnIhpyg,Subway,"9757 State Rte 14, Streetsboro, OH, 44241",44241
GeeR1ScER2WpFoJs1sTjsA,Panda Express,"1401 Center Rd, Avon, OH, 44011",44011
GEkDYesNiLzMA4Ib0velBg,Potbelly Sandwich Shop,"11425 Euclid Ave, Unit 2, Cleveland, OH, 44106",44106
GEL7svZLFqx9NWq3aOtz_Q,Pita Pit,"449 State Street B/L3, Madison, WI, 53703",53703
Gf1W5_Gcu_yn4sF28JkVXA,Jimmy John's,"3561 Steelyard Rd, Cleveland, OH, 44109",44109
gg2P2mTgHhWrpjPh3X85zA,Subway Restaurants,"4246 E Lake Rd, Sheffield Lake, OH, 44054",44054
GgjzC6Ki7i4i_RG8pPVZnw,Popeyes,"107 Atwood St, Pittsburgh, PA, 15213",15213
gGlFPw1TFJANUl_FFmSNgA,Wendy's,"6330 Brookpark Rd, Cleveland, OH, 44129",44129
ghovD5ZTGDQ5Q2U4ERddWw,Five Guys,"3863 Medina Rd, Fairlawn, OH, 44333",44333
giNUn704T4gpTk8pix170A,Burger King,"519 Avon Beldon Rd, Avon Lake, OH, 44012",44012
gJ0fZjMcoWuy_mCzJ2uj9g,McDonald's,"36212 Euclid Ave, Willoughby, OH, 44094",44094
gJ5xSt6147gkcZ9Es0WxlA,Rally's,"3040 Carnegie Ave, Cleveland, OH, 44115",44115
GjOZdW5YZDJ9fXPfqlo-YA,Jimmy John's,"25102 Brookpark Rd, North Olmsted, OH, 44070",44070
GJuLpVI1MjMA25-evMjCVA,Subway Restaurants,"8315 Murphy Dr, Middleton, WI, 53562",53562
GJvh9J3Isdn2N4I_3j7OfQ,Subway Restaurants,"21625 Center Ridge Road, Rocky River, OH, 44116",44116
gk_VKgx57BujzRSoQ4S47A,McDonald's,"10400 Sprague Rd, Parma, OH, 44130",44130
GK6oAgFonv2p3CiBKmMknQ,McDonald's,"2010 Value Dr, Tarentum, PA, 15084",15084
gKCQMUVa31kLInYxaAkiLA,Johnny Rockets,"433 Pittsburg Mills Circle, Galleria at Pittsburg Mills, Tarentum, PA, 15084",15084
gkeGCryFC7z2vlFSDdKH0g,Chipotle Mexican Grill,"4861 Mcknight Rd, Pittsburgh, PA, 15237",15237
gMYs-3dF72ztLzu8Gcsavg,Casa Del Rio Express,"2927 W Market St, Fairlawn, OH, 44333",44333
gOaveyoq1_-xeDEm4ea49g,Burger King,"1106 West University Ave, Urbana, IL, 61801",61801
gOMc2QcDaMIOkIVTShqoYA,Firehouse Subs,"803 W Anthony Dr, Champaign, IL, 61822",61822
Gp8_vPUZBncqy4Fwc8ga7A,Go Pretzel,"807 Liberty Ave, Pittsburgh, PA, 15222",15222
GP9CbOmJJ-9HCVBh_SsGSQ,Arby's,"34011 Center Ridge Rd, North Ridgeville, OH, 44039",44039
gpuhse-YJgkL0-W5z_xDRw,Wendy's,"5200 Abbe Road, Elyria, OH, 44035",44035
GQOvHuqaFMLZQ1-EfFEJnw,Arby's,"4884 County Hwy V, De Forest, WI, 53532",53532
GRBJc51ofoVZWpLOs16a1g,Gyro Express,"66 W Towne Mall, Madison, WI, 53719",53719
grZ6FnfZoj1pQWElAQve3g,Wendy's,"2410 W. Liberty, Pittsburgh, PA, 15226",15226
gSE_6lQPRM5Bpmgez3lNxA,Dairy Queen Orange Julius,"268 Settlers Ridge Center Dr, Pittsburgh, PA, 15205",15205
gt_ZbWa2e8yfb4hTbHFZpA,McDonald's,"39100 Colorado Ave, Avon, OH, 44011",44011
gtHH0BgHFSXc-Z1seIWJ1g,Dairy Queen,"7860 Mineral Point Rd, Madison, WI, 53717",53717
GuiXABDep7_6IVEWPGm-fg,Wendy's,"6970 Ridge Road, Parma, OH, 44129",44129
gUTz4Y3GIPq8zq1Mi-kHzw,KFC,"1321 N. Dunlap Avenue, Savoy, IL, 61874",61874
gvTPEOdT-mdJbsmyZ4YVdQ,Steak n Shake,"9401 Vista Way, Garfield Heights, OH, 44125",44125
GYuRMJZfWMg4SZD5RfOSzw,Subway,"700 Forbes Ave, Pittsburgh, PA, 15219",15219
H1VqyERK7keUS0rdELDlAg,Jimmy John's,"3668 Center Rd, Brunswick, OH, 44212",44212
h4C8bnfAnOFy8xH2e1Rxwg,Taco Bell,"14701 Snow Rd., Brook Park, OH, 44142",44142
h5PKBY4jvOwuyYb5Dtr6jA,Chick-fil-A,"120 Andrew Dr, Pittsburgh, PA, 15275",15275
h5ZeHDpJXHkB-Sqa5gKsQw,McDonald's,"401 W Cottage Grv, Cottage Grove, WI, 53527",53527
h92Eq9JOllmX9cQBfz2ggA,Wendy's,"4000 Medina Rd, Akron, OH, 44333",44333
h98IJqWW0wVxwoLV03Azfw,MOD Pizza,"2960 Cahill Main, Ste 103, Fitchburg, WI, 53711",53711
haGstZfcH0IeRPncH2oFPQ,Cha Spirits & Pizza Kitchen,"7524 Father Frascati Dr, Cleveland, OH, 44102",44102
HAt7VY-_uhl_ERUpGVqwVQ,Burger King,"12380 Pearl Rd, Strongsville, OH, 44136",44136
hAvbgXux4yn4_9IBtwzhXQ,Subway Restaurants,"773 N Main St, Oregon, WI, 53575",53575
hBJYQMM8kjRnbhsEQ6hopg,Jersey Mike's Subs,"3362 Center Rd, Ste E10, Brunswick, OH, 44212",44212
HBWTzvOFFTEYWNzuGelMLQ,Subway Restaurants,"12786 Royalton Road, North Royalton, OH, 44133",44133
Hc7tSaIHva8WLyBlPDsEjg,Get Some Burritos,"309 N  Henry St, Madison, WI, 53703",53703
hctmFEbxF6upCtFhbHOb5A,McDonald's,"35900 Center Ridge Rd, North Ridgeville, OH, 44039",44039
hCxM2MH3cDaqozUDpydXZg,McDonald's,"6400 Middle Ridge Rd, Lorain, OH, 44053",44053
hDhQvwpLWSzSgZQSKUSOqQ,Potbelly Sandwich Shop,"564 State St, Madison, WI, 53703",53703
HfNgywD3im9Im5n7hG-9qA,McDonald's,"State Hwy 19 And County Rd N, Sun Prairie, WI, 53590",53590
HfOQdfvijWVWMFgMIhVuBA,Tootie's Famous Italian Beef,"93 S 16th St, Pittsburgh, PA, 15203",15203
HfQm-rq78QfSeJmm0i1I9Q,QDOBA Mexican Eats,"5401 Caddis Bend Rd, Fitchburg, WI, 53711",53711
HFvgLWAIoVFUdD7PaMu5wQ,Dairy Queen,"4251 Northern Pike, Ste D, Monroeville, PA, 15146",15146
Hgcj-_rcTfHIEbHMUpDs4w,Moe's Southwest Grill,"3029 Graham Rd, Stow, OH, 44224",44224
hgdJyNg58p1It_b7ElAxgw,Firehouse Subs,"449A State St., Madison, WI, 53703",53703
hGEutUMfbpSdCiekvbW-rg,Subway Restaurants,"10223 Brookpark Road, #4, Parma, OH, 44130",44130
