name,business_id,star_y,BikeParking,Caters,NoiseLevel,OutdoorSeating,RestaurantsDelivery,RestaurantsTableService
Popeyes Louisiana Kitchen,yYFzPruPCNt31wDXUq7hQQ,1.5,NA,FALSE,NA,NA,FALSE,NA
Blaze Fast-Fire'd Pizza,FW6yrvZCSdBDz7eFmc4wnQ,3.5,NA,NA,NA,TRUE,FALSE,NA
BIBIBOP Asian Grill,iMniopmf5j8nQO6Jl5pajA,4,NA,NA,NA,NA,NA,NA
Auntie Anne's,DaxtKpqvxqzXdVg74ctcOQ,2.5,NA,NA,NA,NA,NA,NA
Chipotle Mexican Grill,_QL-D_zQ-RSdlsMZF3TLyg,2.5,TRUE,TRUE,average,FALSE,FALSE,FALSE
Steak n Shake,3KzzG6dw5aN9eIo3cGHaSA,2,TRUE,FALSE,average,FALSE,FALSE,NA
Jersey Mike's Subs,ItmLljzhwhuyyvekNs4Ymg,4,TRUE,TRUE,average,FALSE,FALSE,FALSE
McDonalds,SFh9uHtGR1lVPH2RTS2SWQ,3,TRUE,FALSE,loud,FALSE,FALSE,FALSE
Burger King,lq-S8rP-advEFlshnCV3gQ,2,NA,FALSE,average,FALSE,None,NA
Burger King,sARejHFyWLA93RgGwkhy5g,3,FALSE,FALSE,average,TRUE,FALSE,NA
Potbelly Sandwich Shop,GEkDYesNiLzMA4Ib0velBg,3.5,TRUE,TRUE,average,FALSE,TRUE,FALSE
Steak n' Shake,IJ4Xbz-LK32oW7SDtMwiQw,1.5,FALSE,NA,average,FALSE,FALSE,NA
Bombaychaat,1v9TVINzMod7JfSQI7Aayw,4,TRUE,TRUE,average,FALSE,FALSE,FALSE
Jimmy John's,jK6lLQG37YkwVaI3u4ansA,2,NA,TRUE,NA,NA,TRUE,NA
KFC,BhdmSnBo9903lIYGh_x3kw,2,FALSE,FALSE,loud,FALSE,FALSE,NA
Chipotle Mexican Grill,2anxB5OiLo_-eFh_o2j-rw,2.5,FALSE,TRUE,loud,TRUE,FALSE,FALSE
McDonald's,ewsYllWspvnP8aP0C4ctLQ,1.5,NA,NA,NA,NA,FALSE,NA
Chipotle Mexican Grill,Flu85aQ9mdeL0dyja4Vv0A,2.5,TRUE,FALSE,average,TRUE,FALSE,FALSE
Jersey Mike's Subs,o962sVMOZl1IqRG7QJJ1iw,4.5,TRUE,TRUE,quiet,FALSE,FALSE,NA
Wendy's,RDIwHXfEOoUYM5jnMzdLcg,1.5,NA,NA,NA,NA,FALSE,NA
McDonald's,2pWpFiaAY_RYqx-sVqLlRg,4,TRUE,NA,NA,TRUE,TRUE,NA
Wendy's,5wyCSyKqUCjRZKDaWX_fmQ,1.5,NA,NA,NA,FALSE,FALSE,NA
Culver's,3pDVa7t5kNNAkJTPt1lOsg,4,TRUE,NA,quiet,TRUE,FALSE,NA
Penn Station East Coast Subs,p7JJ9fCP8QP3jN7SyOTtnQ,4,TRUE,TRUE,average,FALSE,FALSE,FALSE
Panda Express,1ofeAP5vdjnOSeO5S2pzSg,2.5,NA,NA,NA,NA,TRUE,NA
McDonald's,f8q51Apmg7Ojq4S1cXh9tw,2.5,TRUE,NA,NA,TRUE,FALSE,NA
Hot Head Burritos,NF8dnVxSeL2zKKJ2DDkJMQ,3.5,TRUE,NA,NA,TRUE,None,NA
Burger King,eDoXXly5LT2GkMUTZddKtw,2,NA,NA,NA,NA,TRUE,NA
The Gorilla,rzizY1zgiokbRDfD0V_AUw,3.5,TRUE,TRUE,average,TRUE,FALSE,FALSE
Little Caesars Pizza,nwNdRUbU0_JnISxvdDfWtQ,4,NA,NA,NA,NA,NA,NA
Taco Bell,agslgubMJJRFG9GGa00WtQ,1.5,FALSE,NA,average,FALSE,TRUE,NA
Taco Bell,8RSfnwNKjaGz1VsALAGRrw,2,NA,NA,average,NA,FALSE,NA
Steak n Shake,jwuJSVVJLbO3LL5JnEQ76Q,1.5,TRUE,FALSE,average,FALSE,FALSE,NA
Taco Bell,ZzGaVbyam1AhZFW928-95A,2,TRUE,NA,NA,TRUE,TRUE,NA
Chipotle Mexican Grill,JbWQtVLQDEOBlvbVWk2OFg,3,FALSE,TRUE,average,FALSE,FALSE,NA
Sarku Japan,iJkKi-5NqRN1PhdI4KqjAQ,3,NA,NA,loud,FALSE,FALSE,NA
Steak n Shake,EXIZwIxLoiPDJs-oKzgaKw,2,TRUE,FALSE,average,FALSE,FALSE,NA
Panda Express,v-E_fwn4CesE_rdmxvwvSQ,2,NA,NA,NA,NA,NA,NA
Subway Restaurants,GJuLpVI1MjMA25-evMjCVA,2.5,NA,NA,NA,NA,TRUE,NA
Kato's Cajun,Y_wVqdHHkmfxdaHGOPffqQ,3,NA,NA,NA,NA,FALSE,NA
McDonald's,tCCBl_sHPQsJg37g2fjRpA,1.5,TRUE,FALSE,loud,FALSE,TRUE,NA
Culver's,0Tiq09V_kdMFPa1cL6I0AA,3.5,TRUE,FALSE,average,TRUE,FALSE,NA
QDOBA Mexican Eats,Lu11ceuxJWh3dgRaPZGbsQ,3,TRUE,TRUE,average,TRUE,FALSE,FALSE
McDonald's,Q-1rmWpYHi-vglQZppSeKQ,1.5,TRUE,FALSE,average,FALSE,TRUE,FALSE
McDonald's,3a1w3Ufs9CCC3GJTAV8EpQ,2.5,NA,NA,NA,TRUE,TRUE,NA
Popeyes Louisiana Kitchen,2cfzQGANxuIGcCUrlwnV7w,2,FALSE,FALSE,average,FALSE,FALSE,NA
Subway Restaurants,EQtZN79BJBiuNFEfEMEH3w,2.5,NA,NA,NA,NA,TRUE,NA
Chipotle Mexican Grill,yKShDxZcD-9UtqvtZfdWqw,2.5,TRUE,TRUE,average,TRUE,FALSE,NA
StonePepper's Grill,9-S67d5VyVbYN1bWcZFb6g,3,NA,NA,average,TRUE,FALSE,NA
Five Guys,PvZoaoIOvIX-32ur3l_jww,4,FALSE,FALSE,average,FALSE,FALSE,NA
Hardee's,#NAME?,4,NA,FALSE,average,FALSE,FALSE,NA
Firehouse Subs,zXiLJCyW8ZZHAEB0IuO8Mg,4,TRUE,TRUE,average,TRUE,TRUE,FALSE
McDonald's,AtxsOItCn8Ey5daq7TjzSA,1.5,NA,NA,NA,NA,NA,NA
Golden Mountain Restaurant,8C65DwwnazwYB2z9naHyaw,3,TRUE,TRUE,quiet,FALSE,FALSE,TRUE
Steak n Shake,#NAME?,2.5,TRUE,FALSE,average,FALSE,TRUE,NA
Tgi Fridays,IlXPOLMUHdXOCM24duEYSQ,2.5,TRUE,FALSE,average,TRUE,TRUE,NA
Subway Restaurants,QDA9xZaX4n0H7dbkTRyCYw,2,NA,NA,loud,TRUE,FALSE,NA
Chop It Salad Co,JhLwxtcnT_29skfHvS3btQ,4,TRUE,TRUE,loud,FALSE,TRUE,NA
Mr. Hero,d2yEVlD-cGHj7p_cb7FqqQ,3,TRUE,TRUE,average,FALSE,TRUE,NA
Denny's,Xxz0qN2tdBaqMT7WVdg4yQ,2,TRUE,FALSE,quiet,FALSE,TRUE,NA
McDonald's,8hZblciqzGSBxq22K3FRtQ,2.5,TRUE,FALSE,loud,FALSE,TRUE,NA
Chipotle Mexican Grill,QE2DOB7NZW-vBuTDpIhaFA,3,TRUE,TRUE,loud,TRUE,FALSE,NA
Taco Bell,#NAME?,2,NA,FALSE,average,FALSE,FALSE,NA
Mr. Hero,2MxoDbw9-RtTBlQkFXAHmw,4,NA,NA,NA,FALSE,FALSE,NA
Jimmy John's,g_oOjzFgqmSEAD4crxBirA,2.5,FALSE,TRUE,very,FALSE,TRUE,FALSE
Five Guys,agxkmEg9ziET-_CUlBrT2w,3.5,TRUE,NA,average,FALSE,FALSE,NA
McDonald's,PuxKvdjE1vyPyswDZ1ZFFA,2,NA,NA,NA,NA,TRUE,NA
Burger King,qrcAGkBi0Qhg0HIfUJBDhg,1.5,FALSE,FALSE,average,NA,FALSE,NA
Chick-fil-A,Xff8tSJxxfg84Yef0GoFWA,3.5,TRUE,TRUE,average,TRUE,FALSE,NA
KFC,bQMONAlis8FP6RByxnaC2Q,1,NA,TRUE,NA,NA,FALSE,NA
Potbelly Sandwich Shop,MOsFhDVav42shCq9-rgejw,3,TRUE,NA,loud,TRUE,TRUE,FALSE
Subway,E4FNLrySCP1HwoZKHoAEIw,1.5,TRUE,NA,NA,NA,FALSE,NA
Arby's,Z72HJNd2OwCOHa9XMD_REg,4,NA,NA,NA,FALSE,FALSE,NA
McDonald's,m8sKolCBYLC7vFIWop7HKA,1.5,TRUE,NA,NA,FALSE,TRUE,NA
Subway Restaurants,RbFy8qBvs_8VJkDqMehZFg,3,NA,NA,NA,NA,FALSE,NA
McDonald's,pmkqmJHvl09o6NoBP4d_TQ,1.5,NA,NA,NA,FALSE,TRUE,NA
Taco Bell,UciuB_t-6k2EfjQRdDCHfg,1,NA,NA,NA,NA,TRUE,NA
Chick-fil-A,yiX5VCEFhO7MXlmbUPwr8Q,3,TRUE,NA,NA,NA,FALSE,NA
Wendy's,gpuhse-YJgkL0-W5z_xDRw,2.5,NA,NA,average,NA,FALSE,NA
Taco Bell,3IobmJr-mqkF3l0hChAFcQ,3,FALSE,FALSE,quiet,FALSE,TRUE,NA
Jersey Mike's Subs,HZkghMU0UGH0iU6eVAAL_Q,4,FALSE,NA,average,FALSE,FALSE,FALSE
McDonald's,F5Fq0GrN3BkwMdm9i06clA,1.5,NA,NA,NA,NA,NA,NA
Dairy Queen Grill & Chill,B1vSkj1lJChP-KdJnvLJUg,3.5,NA,NA,NA,TRUE,NA,NA
McDonald's,R5TXUXSKpREYEX2PQ5goIw,2.5,NA,NA,NA,NA,TRUE,NA
Wendy's,cfjkP0icF3wdaOJQJUy9sw,2,TRUE,FALSE,quiet,FALSE,FALSE,NA
McDonald's,t99PAVtrCQKadEsKnjUYkw,1.5,TRUE,NA,NA,TRUE,TRUE,NA
McDonald's,5l3rL215ePgdxCnhXHGCEQ,3,NA,NA,NA,FALSE,FALSE,NA
Wendy's,f1rTfiLVW5oofYlhTSEkYg,2,NA,NA,NA,NA,NA,NA
Subway,wjvyVdtP-VpHrzZ3qEHg6g,3.5,NA,NA,NA,NA,FALSE,NA
Subway Restaurants,kjV76iCWwQedixbRIvC9gQ,4,TRUE,NA,NA,FALSE,FALSE,NA
McDonald's,hctmFEbxF6upCtFhbHOb5A,2.5,NA,NA,average,NA,TRUE,NA
Subway Restaurants,tiF4tyqwfHwCUy3DY0___A,4.5,NA,NA,NA,NA,FALSE,NA
Culver's,UROWdKGa1IQ19Jk4tExvVQ,3.5,TRUE,FALSE,average,TRUE,FALSE,FALSE
Burger King,aXGFHBmure6O0xE-0ixUHQ,2.5,FALSE,NA,average,FALSE,FALSE,NA
Arby's,6mhJ1K77mbiHhWkFQDF-zw,1,FALSE,FALSE,loud,FALSE,FALSE,NA
Long John Silver's,rMlzrm64xAGZZOk9Rp6MlQ,2.5,TRUE,NA,NA,NA,FALSE,NA
Wendy's,GBPZ8UB7WRmnl1deCJCaPg,2,FALSE,FALSE,quiet,FALSE,FALSE,FALSE
McDonald's,_zrquX9OooU6OmYH0rr07w,2,NA,NA,NA,TRUE,TRUE,NA
Jersey Mike's Subs,s_LnXSpmE04Wo5hmJWq6zQ,3.5,TRUE,NA,average,FALSE,FALSE,NA
McDonald's,#NAME?,1.5,TRUE,FALSE,loud,TRUE,FALSE,NA
Chipotle Mexican Grill,EozEGL29WftitEANtx3vaw,3.5,NA,NA,NA,NA,FALSE,NA
Subway Restaurants,f_vZiW020vjgySYwUUjZ7A,1.5,FALSE,NA,average,FALSE,TRUE,FALSE
Chipotle Mexican Grill,-7xDmYfI15Ei-32NH96n2w,4,NA,NA,NA,NA,NA,NA
Madtown Chicken N' Fish,htHxROgh_Q6-0wi-od_a9Q,2.5,TRUE,FALSE,NA,FALSE,FALSE,FALSE
Burger King,8JT3Nh314calBrKf6i7Pzw,4.5,NA,NA,NA,NA,TRUE,NA
Brighton Hot Dog Shoppe,0AoLth4u_V4mOx8Az_AIYQ,4,FALSE,FALSE,average,FALSE,FALSE,FALSE
Taco Bell,TGlCiibIB2IxZwVzBjC2ng,1.5,NA,NA,NA,NA,TRUE,NA
Quiznos,-G7o-R3GWJlviuA1ftOHwg,4,NA,TRUE,NA,NA,TRUE,NA
Burger King,Y0_KRVDTasHCTh_P-WRSqg,2,FALSE,NA,NA,FALSE,FALSE,NA
Burger King,zG9306XlgO9EyIhSpBBw0Q,1.5,NA,NA,NA,NA,FALSE,NA
Taco Bell,aqA2ePlmNbkz_pok9brhcQ,2,NA,FALSE,average,TRUE,TRUE,NA
Go Pretzel,Gp8_vPUZBncqy4Fwc8ga7A,3.5,NA,NA,quiet,FALSE,NA,NA
Wendy's,xJfM3UbnaQkLPEMZgLNuyQ,2.5,NA,NA,NA,FALSE,FALSE,NA
Taco Bell,ULGotJu_NkKFBIpsoA_SUA,1.5,NA,FALSE,average,FALSE,TRUE,NA
KFC,9q2pK0s1-3xUZKbTzVcGGw,3,FALSE,TRUE,NA,FALSE,FALSE,NA
McDonald's,1xEFOt8ArF0k4cpqWUk9gg,2.5,FALSE,FALSE,average,FALSE,TRUE,NA
Einstein Bros,sSb41sJghGm2nEkuzzJEBw,3,NA,NA,NA,NA,FALSE,FALSE
Charleys Philly Steaks,QYcsP3e-HRQYC4Iw6zbyqw,2.5,NA,NA,NA,NA,TRUE,NA
Rudy Martino Original House of Submarines,Qs5fQqmc_yWmgZjHcadU7g,5,NA,NA,NA,FALSE,FALSE,NA
Burger King,9QvlTB8o2oxtWIVUc-DLVQ,2,NA,FALSE,quiet,FALSE,FALSE,NA
Wendy's,E4U8RCe42CpT3rtof7hEwQ,2,NA,FALSE,NA,NA,FALSE,NA
Jimmy John's,ZwHnvzZN00w7ZrFUJFew-g,4,NA,TRUE,NA,TRUE,TRUE,NA
Burger King,fUO4w9CBKv6_oP0VCk7VQg,2,NA,NA,NA,NA,NA,NA
Long John Silver's,4t8o25f4-fCt3cVzzNM1-w,2,FALSE,FALSE,average,FALSE,FALSE,NA
Taco Bell,9xweM3L_Wva9wOctUeABeA,2,FALSE,FALSE,average,FALSE,TRUE,FALSE
McDonald's,8i04GQgUY3g8q2iw7mewIQ,1.5,NA,NA,average,NA,NA,NA
Subway Restaurants,caLhJMeGjxERIK3qp9aG_w,3.5,NA,NA,NA,NA,FALSE,NA
Burger King,3WM_jqSaMju2zEGYLK5HPQ,2,NA,NA,NA,NA,FALSE,NA
Subway Restaurants,8ed4YmEWPr5nfau82-OtCA,2.5,NA,NA,NA,FALSE,TRUE,NA
Jersey Mike's Subs,#NAME?,3.5,NA,NA,NA,NA,NA,NA
Teriyaki Express,N3ZbTZfWC_oyIUxuX9KJYA,2,NA,NA,NA,NA,NA,NA
The Pierogi Palace,8wRhZKTj_zN4bINx7W_axA,4.5,NA,NA,NA,NA,TRUE,NA
KFC,Qiyd2ha1pivmsQhnFZgCxQ,2,NA,FALSE,NA,NA,TRUE,NA
Mr Hero,8ceaW6C4LxNpA8UlyYEUDg,4.5,NA,NA,NA,FALSE,None,NA
Mr. Hero,6Ko0igIzIFQgA3ejrXC3VQ,4.5,FALSE,FALSE,quiet,FALSE,None,NA
Dairy Queen Grill & Chill,SMOuPyas0AYkXIsq1N30Xw,2,NA,NA,NA,NA,NA,NA
Auntie Anne's Pretzels,1V2Ybxav2sWxCeGx-VJQ7Q,4.5,NA,NA,NA,NA,NA,NA
Subway Restaurants,hGEutUMfbpSdCiekvbW-rg,4,NA,NA,average,NA,TRUE,NA
Taco Bell,BF1orcrZTPLUOx-tRKcAGA,2,NA,NA,NA,NA,FALSE,NA
Subway Restaurants,#NAME?,3.5,FALSE,TRUE,average,FALSE,TRUE,NA
Subway Restaurants,C-C6LzR6xJ4w5pu6pNg9DA,5,NA,NA,NA,NA,NA,NA
Long John Silver's,SFQoskuZUqrNXAlXvp33CQ,3,NA,NA,NA,NA,FALSE,NA
Burger King,vqa8Q38bnFSsPQEahuiqRQ,3.5,TRUE,NA,quiet,FALSE,None,NA
Wendy's,cxCxWI097kFvORVhCLd6kw,3.5,NA,NA,NA,NA,NA,NA
Wendy's,2UCzVYukzHitLxHvwr8Kqg,1.5,NA,FALSE,NA,FALSE,FALSE,NA
McDonald's,yLnpDARXjqc1Iaom-Pcf7g,2,FALSE,NA,NA,NA,TRUE,NA
KFC,huCWywSsqB-DidZSwgi2vQ,1.5,NA,FALSE,NA,NA,FALSE,NA
Subway Restaurants,dkU_ZwkckrlIZ14_R0jpwA,2.5,NA,NA,NA,NA,NA,NA
Subway Restaurants,n_kuVY9qyQ02OOqlwo3xXw,4.5,TRUE,TRUE,quiet,FALSE,FALSE,NA
Burger King,OQybCnZk7wG1YaAnlkmDlw,1.5,NA,FALSE,NA,FALSE,FALSE,NA
Subway Restaurants,WkzB0vF7A-a17N_5pfyGJg,2,NA,TRUE,average,FALSE,TRUE,FALSE
McDonald's,dcfh1BEj4EXKqA16zi0TiA,1,NA,NA,NA,NA,TRUE,NA
Taco Bell,JRL3Zvlxu_cOIH5MBFoSbw,1,FALSE,NA,NA,NA,TRUE,NA
Cilantro Taqueria,Rv-Gg0gqteFU3WEYjHvurg,4.5,TRUE,TRUE,average,FALSE,FALSE,FALSE
Flavors Famous Street Food,Km8UIy8hjWNU80IZjhQ_yQ,5,NA,NA,NA,NA,TRUE,NA
Subway Restaurants,kmVqOgFLRJrzcm3T87CMyg,4,FALSE,TRUE,average,FALSE,FALSE,NA
KFC,NFcFwC5fvdPBaR4yBKGsGQ,3,NA,TRUE,NA,NA,FALSE,NA
Subway Restaurants,zbzaSfV_7pYbSuAioOTJyA,4,NA,NA,average,NA,FALSE,NA
McDonald's,XMCNABugc_Pw3g4LohYZww,1.5,NA,NA,NA,NA,TRUE,NA
Burger King,Vd2fEopYlkAqtW9ePfKZHg,3,NA,NA,NA,NA,NA,NA
Wendy's,nDZiSJcugs5D1A1iwuMh8w,1.5,FALSE,FALSE,average,FALSE,FALSE,NA
Subway Restaurants,IHHAF3SZgpChFZukDmPlFw,2,NA,NA,NA,NA,NA,NA
Raising Cane's Chicken Fingers,ZkCOEhWXOAher9hdxcoDhQ,3.5,NA,NA,NA,NA,NA,NA
Hank's Table,Qc5zSg9lnsT4G37hxr53tQ,3,NA,NA,NA,NA,NA,NA
Wendy's,y_Oig8XBVyyOJ-r_m95ABg,2.5,NA,NA,NA,NA,FALSE,NA
Wendy's,xqBAXE1lpxKBEGLCiuK8bA,2,NA,NA,NA,NA,NA,NA
Arby's,4fJucVBPoEwpi5h9eHTbjg,2.5,NA,NA,NA,NA,FALSE,NA
McDonald's,tOET35bbqhf7FSJCz4czqg,1,NA,NA,NA,NA,TRUE,NA
Jimmy John's,JqUW-61ULIxpjSU4P5OtFQ,2.5,NA,TRUE,NA,NA,TRUE,NA
Arby's,upvjuqNc9VHH7z-OAZQ8dg,1,TRUE,NA,NA,NA,TRUE,NA
Wendy's,a7xD9CEepfivEZAKrCEPbw,2,FALSE,FALSE,very,FALSE,FALSE,NA
Ohio City Burrito,hTSIT3puu8m8-kOZYS4Zdg,4,TRUE,TRUE,average,TRUE,TRUE,FALSE
Subway Restaurants,MPjwZL8DHKCEbFw8LYiAIA,2,FALSE,NA,NA,NA,FALSE,NA
McDonald's,7TDAgfGK5duI3FoEFNTStg,2,TRUE,NA,NA,NA,TRUE,NA
Taco Bell,A73Dp0lo9s_Ci9NFDqbhqw,2.5,FALSE,FALSE,average,FALSE,TRUE,NA
Sonic Drive-In,WF2DG7R_a0EflFqWIxzUXQ,2,TRUE,FALSE,average,TRUE,TRUE,FALSE
China Palace,f2FfutZhb4F-m1Ob0EdYaw,3,TRUE,TRUE,average,FALSE,TRUE,NA
Panda Express,i_t8WTwztuHweRqQ89hmuQ,3.5,TRUE,FALSE,loud,TRUE,FALSE,NA
Wendy's,t-EcsRa2ihCBNTD_-wPDaA,3,NA,NA,average,FALSE,FALSE,NA
Electric Earth Cafe,EGgsujG0ycRAnMqMYvylUg,3.5,NA,FALSE,quiet,TRUE,FALSE,NA
Popeyes Louisiana Kitchen,5indH5UpallkkTNmXTMn7w,2,FALSE,TRUE,quiet,FALSE,FALSE,NA
Blaze Fast Fire'd Pizza,X4QbkHl7pOTVsgLa7XuUBg,4.5,TRUE,FALSE,average,TRUE,FALSE,FALSE
Chipotle Mexican Grill,iS35nqM4b0XXVIgAlvkawg,2.5,TRUE,TRUE,average,FALSE,FALSE,NA
Sonic Drive-In,irqzPZoJJI-2SpJJWCOVtA,2,FALSE,FALSE,quiet,TRUE,FALSE,FALSE
McDonald's,zKRLyE8FgTtzsp5zXU7G2Q,2.5,TRUE,FALSE,NA,TRUE,FALSE,NA
QDOBA Mexican Eats,MiqI3DMf48AJQbfoG6fTRA,3,TRUE,TRUE,average,TRUE,FALSE,FALSE
Steak n Shake,LX2tNHlYsxHNdNo5j0ZF7A,2,FALSE,FALSE,average,FALSE,FALSE,NA
Five Guys,Q23a-p9DWB9jbB1dgYeyTA,4,TRUE,TRUE,average,TRUE,TRUE,NA
Wendy's,NaqR4ptSaeqm33-rAtBz0w,2.5,NA,FALSE,average,FALSE,FALSE,NA
Brothers Pizza,WvunDFSs2hJrPHVFqB6Y1w,3.5,TRUE,TRUE,average,FALSE,TRUE,NA
Jersey Mike's Subs,hBJYQMM8kjRnbhsEQ6hopg,3,NA,TRUE,NA,NA,FALSE,NA
Subway Restaurants,W5LqZikASAOuLFeFveWpPw,2.5,FALSE,FALSE,quiet,FALSE,TRUE,NA
McDonald's,DaxEPd4fQNCksMy3xzBraA,3,TRUE,FALSE,average,FALSE,TRUE,FALSE
Chipotle Mexican Grill,wo41OdU_iUwFofsBnVf6uw,2.5,FALSE,TRUE,loud,FALSE,FALSE,NA
Tootie's Famous Italian Beef,HfOQdfvijWVWMFgMIhVuBA,4,TRUE,TRUE,average,FALSE,TRUE,NA
Applebee's Grill + Bar,3jKaeGaw_iVz1oEqpoRqsQ,3.5,FALSE,FALSE,average,FALSE,FALSE,TRUE
Wings Over Pittsburgh,vEtE2CTl3rrDpTC20RUisQ,3.5,TRUE,TRUE,average,FALSE,TRUE,NA
Moe's Southwest Grill,C3d4HqDjWq9e_0cPfmPykg,3,FALSE,TRUE,average,FALSE,FALSE,FALSE
Arby's,#NAME?,2.5,FALSE,FALSE,quiet,FALSE,FALSE,NA
Jersey Mike's Subs,4AxW2xYpZker9biX6Bg38Q,3.5,FALSE,NA,loud,FALSE,FALSE,FALSE
McDonald's,d2VdAB1-AasPxxLPL6QE4A,1.5,TRUE,FALSE,average,FALSE,TRUE,FALSE
Chipotle Mexican Grill,z04viA7AsFfzwT7ABwRLHg,3,TRUE,TRUE,average,TRUE,FALSE,FALSE
Wendy's,RBwAfKwvWcZ8NY7zKbzYHg,1.5,FALSE,NA,NA,TRUE,FALSE,NA
McDonald's,U4DbCXyX_Hd451MoQCw9iw,2,NA,NA,NA,TRUE,FALSE,NA
Cardello Pizza,Iabd_rGdOvdpySBeluFs5w,3.5,TRUE,TRUE,average,TRUE,TRUE,FALSE
Arby's,vRvWnE-qpVQrMT57Z-sEsw,1,NA,FALSE,quiet,FALSE,FALSE,NA
Subway Restaurants,w5YH9J_ReVTKXobqs7yYZg,2,NA,NA,NA,NA,TRUE,NA
Arby's,Ypv1D8bYndEMGvZDBjIAgQ,3.5,TRUE,FALSE,average,FALSE,FALSE,NA
Wendy's,KOxJOievdW0w7lJVfE4QtQ,1.5,FALSE,FALSE,quiet,FALSE,FALSE,NA
Winner's Fast Food,5z_9_D5a-tgkmPUps7Utow,3,NA,NA,NA,FALSE,NA,NA
Arby's,zx_eg_zbs2pyDU4QmCXE1Q,3,TRUE,NA,NA,FALSE,FALSE,NA
QDOBA Mexican Eats,D4YDe_3JihDEPUosO5nH-A,3,TRUE,TRUE,average,TRUE,FALSE,NA
KFC,rYihcTES0OvWnfEluM1Hqg,2.5,NA,FALSE,average,FALSE,FALSE,NA
Subway Restaurants,aEnw7dmxed4z38Mlp3mmdA,3,NA,NA,NA,NA,None,NA
Taco Bell,cB4DaZlZ2bfRqXkNiE5kpA,3,TRUE,NA,loud,FALSE,TRUE,NA
Wendy's,wVu1rjJuXa2QIsB20auW8g,1.5,NA,NA,NA,NA,NA,NA
Taco Bell,jM6YI5V4fYM7OCA1BLKwqw,1.5,TRUE,FALSE,very,FALSE,TRUE,FALSE
Taco Bell,Ekd0gg4EoXDWtKjNDzSuqQ,2,TRUE,FALSE,average,FALSE,TRUE,NA
Dairy Queen,aOyAwLETME9GlxtrsIQnJA,3,FALSE,NA,NA,TRUE,FALSE,NA
Smiles Chinese Food,jfK-_0x_r7Qgdg2wj60iAQ,3,NA,NA,quiet,NA,TRUE,NA
Panda Express,MA5R-mV6ljRM1MK6Mdiv5g,3.5,NA,NA,loud,FALSE,FALSE,FALSE
QDOBA Mexican Eats,dmu1wM0CRgeoTIUXFihU7Q,3,TRUE,TRUE,average,TRUE,FALSE,FALSE
Potbelly Sandwich Shop,7AlULGZI1pHt0imODsqdkg,4,TRUE,TRUE,average,TRUE,TRUE,NA
Blaze Fast-Fired Pizza,52J2qJTmfy2NWnQKiUgYBQ,2.5,NA,NA,NA,NA,TRUE,NA
McDonald's,9UyjZhGr9qVhwQzWCvElPg,2,TRUE,NA,NA,TRUE,TRUE,NA
Chipotle Mexican Grill,P-4KsLjgjzg_eqi_Xnlc6g,3,TRUE,TRUE,average,TRUE,TRUE,FALSE
Jimmy John's,Hr0yeQeFUueoNrgTl2SrVQ,4,NA,TRUE,NA,NA,TRUE,NA
McDonald's,gk_VKgx57BujzRSoQ4S47A,1.5,TRUE,FALSE,NA,FALSE,TRUE,NA
Jimmy John's,HzOYnyPrh24YONMUecuzlg,3,TRUE,TRUE,average,TRUE,TRUE,NA
Burger King,0yFe_kQiynisvahzVuq6Mw,1.5,FALSE,NA,average,FALSE,None,FALSE
Dairy Queen,Hx-um-V0sTHjMZX0UcW0kA,1.5,NA,NA,loud,NA,FALSE,NA
McDonald's,XfxD1quRd8DhNwL1ZHwjMw,2,NA,NA,quiet,NA,NA,NA
Taco Bell,bhEaXCPUbeH28ifzGFigpg,2,NA,NA,NA,NA,TRUE,NA
Sonic Drive-In,QIZ5gDmTYYWAxiwiRX7OHg,2,TRUE,FALSE,average,TRUE,FALSE,FALSE
Teddywedgers,itthpAROLKuP8oks3AaycA,4,TRUE,TRUE,average,FALSE,TRUE,FALSE
Burger King,So2tr4GnhCMYeZvfJYRCEQ,2.5,NA,FALSE,average,FALSE,FALSE,NA
Subway Restaurants,1xeyFW6daV8jdt3dM1nhqQ,2.5,NA,NA,NA,NA,TRUE,NA
Popeyes Louisiana Kitchen,Wsk9CyM-FhybMA48I38JKg,1.5,TRUE,NA,NA,FALSE,FALSE,NA
Dog 'n Suds,knHBR-JL-4_m9TBpzBO_DA,3.5,TRUE,FALSE,average,TRUE,FALSE,NA
Penn Station East Coast Subs,3GjbxmFkWEI3jpDzCSyDeA,3,TRUE,FALSE,average,FALSE,FALSE,NA
McDonald's,_rKz-rQPzUAIZWlUHCKgow,1.5,NA,FALSE,average,FALSE,TRUE,NA
McDonald's,4FdXVA-WxWwc5rmjRPJVnQ,1.5,NA,NA,quiet,NA,TRUE,NA
McDonald's,1uAZaTHYn9rqTFtOl3sDEQ,1.5,NA,NA,NA,NA,FALSE,NA
Popeyes Louisiana Kitchen,n8GCGa5gX17Ibix5VsGMuw,2,NA,NA,NA,FALSE,FALSE,NA
Steak N Shake,RSndNUTD8MpDQiotoTS29A,2,NA,NA,NA,FALSE,FALSE,NA
McDonald's,CObgcxFJuEXZZpm4Mw3z1A,2,TRUE,FALSE,average,FALSE,TRUE,FALSE
Wendy's,MBodaRSaAp_FY3CkhfRXNQ,2,NA,FALSE,average,FALSE,FALSE,NA
